,year,url,type,Connection Faild,"Could not get first item for //a[contains(text(), ""Selections"")]//@href query of class XpathSelector INFO","Could not get first item for //input[@value=""View Terms""]/@onclick query of class XpathSelector INFO","Could not get first item for //table[@cellpadding=""1""][1] query of class XpathSelector INFO"
303,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=DerryTwpSD%2EGO%2E03,Bond,1.0,,,
304,2003,http://www.speerauction.comhttp://www.speerauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Mattoon%2EIL%2EGORef%2E03,Bond,1.0,,,
305,2004,https://www.bidumbaugh.com/pma/results/Hancock.Cnty.PL.GO.04.AON/bid_summary.html,Bond,1.0,,,
306,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=ConnellsvilleASD%2E03%2EAON,Bond,1.0,,,
307,2002,https://www.bairdauction.com/pma/results/RosholtSD.WI.GORef.02/bid_summary.html,Bond,1.0,,,
308,2006,https://www.bidumbaugh.com/pma/results/Laporte.Cty.SWR.06A.AON/bid_summary.html,Bond,1.0,,,
309,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=West%2EChester%2EBoro%2E03%2EAON,Bond,1.0,,,
310,2003,https://www.davidsonbondauction.com/pma/results/Colorado.COPs.FMP.03/bid_summary.html,Bond,1.0,,,
311,2007,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=JEA%2ERBs%2E07A%2EAON&uniqueid=RwuXkgoBAQEAAGqAhSM,Bond,,,1.0,
312,2005,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.TRAN.05A.AON/bid_summary.html,Note,1.0,,,
313,2001,https://www.bairdauction.com/pma/results/Appleton.WI.01B.Taxable.Notes.AON/bid_summary.html,Bond,1.0,,,
314,2001,https://www.shattuckhammondauction.com/pma/results/Virginia.Hosp.Cntr.RBs.01A.AON/bid_summary.html,Bond,1.0,,,
315,2004,https://www.davidsonbondauction.com/pma/results/Colorado.St.DoHE.SRR.04.AON/bid_summary.html,Bond,1.0,,,
316,2010,https://www.davidsonbondauction.com/pma/results/Grand.Junction.CO.COPsTax.Exempt.and.BABs.10.Re.Do.AON/bid_summary.html,Bond,1.0,,,
317,2007,https://www.pdxauction.com/pma/results/Portland.FLSSRR.07A.AON/bid_summary.html,Bond,1.0,,,
318,2003,https://www.bairdauction.com/pma/results/Sparta.WI.GOCPB.AON/bid_summary.html,Bond,1.0,,,
319,2005,https://www.bidumbaugh.com/pma/results/Evansville.Cty.WDR.05.AON/bid_summary.html,Bond,1.0,,,
320,2005,https://www.bidumbaugh.com/pma/results/Lake.Cnty.PD.PD.05.AON/bid_summary.html,Bond,1.0,,,
321,2002,https://www.bidumbaugh.com/pma/results/Terre.HauteSD.IN.02/bid_summary.html,Bond,1.0,,,
322,2004,https://www.pdxauction.com/pma/results/Portland.GOWR.04C.AON/bid_summary.html,Bond,1.0,,,
323,2007,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=South%2EHolland%2EVlg%2EGO%2ECAB%2E07B%2EAON&uniqueid=Re2T1goBAQEAAGbm4QQ,Bond,,,1.0,
324,2003,https://www.bidumbaugh.com/pma/results/Plainfield.IN.SWR.03AB.AON/bid_summary.html,Bond,1.0,,,
325,2003,http://www.knnauction.comhttp://www.knnauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Fresno%2ECnty%2E03%2ETRAN,Note,1.0,,,
326,2001,https://www.bairdauction.com/pma/results/AshwaubenonSD.WI.GOs.01.AON/bid_summary.html,Bond,1.0,,,
327,2002,https://www.bairdauction.com/pma/results/WashingtonCnty.WI.GORef.AON/bid_summary.html,Bond,1.0,,,
328,2002,https://www.bidumbaugh.com/pma/results/Hamilton.Cnty.IN.GOs.02B.AON/bid_summary.html,Bond,1.0,,,
329,2001,https://www.bairdauction.com/pma/results/Milwaukee.Mtr.Swr.Dst.GOs.01A.AON/bid_summary.html,Bond,1.0,,,
330,2004,https://www.bidumbaugh.com/pma/results/Griffith.Twn.SWD.04.AON/bid_summary.html,Bond,1.0,,,
331,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=AllentownSD%2EGO%2E03,Bond,1.0,,,
332,2004,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.TRAN.04A.AON/bid_summary.html,Note,1.0,,,
333,2008,https://www.bidumbaugh.com/pma/results/Hamilton.Hts.SC.GOB.08..AON/bid_summary.html,Bond,1.0,,,
334,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=E%2EStroudsburgASD%2EGO%2E03%2EAON,Bond,1.0,,,
335,2005,https://www.pdxauction.com/pma/results/Portland.GTRR.05A.AON/bid_summary.html,Bond,1.0,,,
336,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=DavisJointUSD%2ETRAN%2E02%2EAON,Note,1.0,,,
337,2003,https://www.davidsonbondauction.com/pma/results/Colorado.State.Univ.03B.AON/bid_summary.html,Bond,1.0,,,
338,2006,https://www.davidsonbondauction.com/pma/results/MUD.Omaha.WR.06A.AON/bid_summary.html,Bond,1.0,,,
339,2010,https://www.bidumbaugh.com/pma/results/HobartCty.GOB.10.AON/bid_summary.html,Bond,1.0,,,
340,2004,https://www.davidsonbondauction.com/pma/results/Boulder.Cnty.HA.RHR.04.AON/bid_summary.html,Bond,1.0,,,
341,2006,https://www.bidumbaugh.com/pma/results/Boonville.Cty.WR.06.AON/bid_summary.html,Bond,1.0,,,
342,2004,https://www.davidsonbondauction.com/pma/results/Douglas.Cty.SD.GO.04.AON/bid_summary.html,Bond,1.0,,,
343,2003,https://www.bidumbaugh.com/pma/results/Lafayette.IN.03.AON/bid_summary.html,Bond,1.0,,,
344,2003,https://www.bidumbaugh.com/pma/results/Perry.Twp.MSBC.IN.03.AON/bid_summary.html,Bond,1.0,,,
345,2009,https://www.bidumbaugh.com/pma/results/ClintonCnty.EDITLRB.09.AON/bid_summary.html,Bond,1.0,,,
346,2002,https://www.bairdauction.com/pma/results/WaukeshaTCD.WI.GOs.02A.AON/bid_summary.html,Bond,1.0,,,
347,1999,https://www.pghauction.com/pma/results/Pittsburgh.PA.GOs.99A.MBM/best_bids.html,Bond,1.0,,,
348,2003,https://www.bairdauction.com/pma/results/Germantown.GO.Bonds.03.AON/bid_summary.html,Bond,1.0,,,
349,2001,https://www.bairdauction.com/pma/results/Winnebago.Co.WI.GOs.01.AON/bid_summary.html,Bond,1.0,,,
350,2001,https://www.davidsonbondauction.com/pma/results/BoyleCntySD.Fin.Corp.RB.01.AON/bid_summary.html,Bond,1.0,,,
351,2003,https://www.davidsonbondauction.com/pma/results/Olathe.KS.Unified.SD.GO.03B.AON/bid_summary.html,Bond,1.0,,,
352,2004,https://www.davidsonbondauction.com/pma/results/Boulder.Cnty.CoP.04.AON/bid_summary.html,Bond,1.0,,,
353,2004,https://www.pdxauction.com/pma/results/Portland.Cty.FLSSRR.04B.AON/bid_summary.html,Bond,1.0,,,
354,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Mammoth%2ELakes%2ECOPs%2E03%2EAON,Bond,1.0,,,
355,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Romeoville%2EGOs%2E01A%2EAON&uniqueid=Ox5FrsZPGcgAADBrU3A,Bond,,,1.0,
356,2000,http://www.speerauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95063049515669,Bond,,,1.0,
357,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Lincoln%2ENE%2ERBs%2E01%2EAON&uniqueid=O3vgEsZPGcgAAGuq8pw,Bond,,,1.0,
358,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=East%2EPennsboroASD%2EGOs%2E01A%2EAON&uniqueid=O@l2zsZPGcgAAEoCPhE,Bond,,,1.0,
359,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=DerryTwpSD%2EGOs%2E01%2EAON&uniqueid=OyTrRsZPGcgAAFsRCWw,Bond,,,1.0,
360,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=IndianaASD%2EGOs%2E02%2EAON&uniqueid=PAusPsZPGcgAAG9isH4,Bond,,,1.0,
361,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Oak%2EPark%2EIL%2EGOs%2E01%2EAON&uniqueid=O-kssMZPGcgAAH2MPk0,Bond,,,1.0,
362,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=UnionvilleChaddsFordSD%2EGOs%2E01AA%2EAON&uniqueid=OsiwRcZPGcgAAFPxUTE,Bond,,,1.0,
363,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=DillsburgAreaAuth%2ESewerRBs%2E01%2EAON&uniqueid=O3vnQcZPGcgAAH-qPFY,Bond,,,1.0,
364,2000,http://www.bidmass.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=OavSfNGmv1cAAC-4abY,Note,,,1.0,
365,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=SoudertonASD%2EGOs%2E01A%2EAON&uniqueid=O4UuasZPGcgAAF7Xvbs,Bond,,,1.0,
366,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=ShenangoASD%2EGOs%2E01%2EAON&uniqueid=O@q2qMZPGcgAABrx574,Bond,,,1.0,
367,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=Obe0ydGmv1cAABKVH4A,Bond,,,1.0,
368,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=BeaverASD%2EGOs%2E01%2EAON&uniqueid=O4E7a8ZPGcgAAHQAglw,Bond,,,1.0,
369,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Mifflin%2ECntySD%2EGOs%2E01%2EAON&uniqueid=OroorcZPGcgAABuEX3Y,Bond,,,1.0,
370,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Avon%2EGrove%2ESD%2EGOs%2E01A%2EAON&uniqueid=OpK3yMZPGcgAACbBe94,Bond,,,1.0,
371,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Waukegan%2EGOs%2E01%2EAON&uniqueid=OtsQCsZPGcgAAF-AXaE,Bond,,,1.0,
372,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=West%2EPerry%2ESD%2EGOs%2E01%2EAON&uniqueid=O4pnnMZPGcgAAGEX4zg,Bond,,,1.0,
373,2001,http://www.knnauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=01%2ETRAN%2EPool%2ENo%2E2&uniqueid=Ox@7EsZPGcgAAEQsD9o,Note,,,1.0,
374,2000,http://www.knnauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=960392722394,Note,,,1.0,
375,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=EasternLebanonCntySD%2EGOs%2E01B%2EAON&uniqueid=O3qVtMZPGcgAAAsGVbA,Bond,,,1.0,
376,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Hillsborough%2ECnty%2ETRB%2E01AB%2EAON&uniqueid=O7x5hcZPGcgAADiwVyI,Bond,,,1.0,
377,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=LittlestownASD%2EGO%2EA%2E01%2EAON&uniqueid=OowS@sZPGcgAAEZvfHM,Bond,,,1.0,
378,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=OeSAy9Gmv1cAAC6RnzA,Bond,,,1.0,
379,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=Obe7n9Gmv1cAABKoLIU,Bond,,,1.0,
380,2000,http://www.pfmauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95175548731599,Bond,,,1.0,
381,2005,https://www.davidsonbondauction.com/pma/results/CU.UER.05B.AON/bid_summary.html,Bond,1.0,,,
382,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Metro%2EOR%2E03%2EAON,Bond,1.0,,,
383,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=New%2EMexico%2E02A%2ETRAN,Note,1.0,,,
384,2000,https://www.davidsonbondauction.com/pma/results/Lexington-Fayette.UCG.GO.00E.AON/bid_summary.html,Bond,1.0,,,
385,2012,https://www.bidumbaugh.com/pma/results/Mount.Vernon.Cty.WRB.12.AON/bid_summary.html,Bond,1.0,,,
386,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Mt%2ELebanon%2EGORs%2E02A%2EAON&uniqueid=PCISLEKzEEgAAEKfHkE,Bond,,,1.0,
387,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=StroudsburgMA%2ERev%2E03A,Bond,1.0,,,
388,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=BrevardCnty%2EMerrittIsland%2ELTB%2E01%2EAON&uniqueid=OwvX68ZPGcgAAEIQAuo,Bond,,,1.0,
389,2009,https://www.bidumbaugh.com/pma/results/HobartCty.GOB.09.AON/bid_summary.html,Bond,1.0,,,
390,2003,https://www.bairdauction.com/pma/results/Milwaukee.Metro.Sew.Dist.03D.AON/bid_summary.html,Bond,1.0,,,
391,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Berkeley%2EGORs%2E02%2EAON,Bond,1.0,,,
392,2003,https://www.davidsonbondauction.com/pma/results/Columbus.NE.RBs.03.AON/bid_summary.html,Bond,1.0,,,
393,2002,https://www.bidumbaugh.com/pma/results/SouthBendCSC.IN.02/bid_summary.html,Bond,1.0,,,
394,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=BeaverASD%2EGO%2E03,Bond,1.0,,,
395,2001,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.NM.GOs.01.AON/bid_summary.html,Bond,1.0,,,
396,2004,https://www.davidsonbondauction.com/pma/results/Auraria.Hgh.Ed.CABs.04B.AON/bid_summary.html,Bond,1.0,,,
397,2002,https://www.davidsonbondauction.com/pma/results/Maysville.KY.RBs.02.AON/bid_summary.html,Bond,1.0,,,
398,2003,https://www.bairdauction.com/pma/results/Brown.Cnty.03B.AON/bid_summary.html,Bond,1.0,,,
399,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Sacramento%2ECityUSD%2E02%2ETRAN,Note,1.0,,,
400,2001,http://www.nsiauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Redwood%2EFalls%2EGOs%2E01%2EAON&uniqueid=OwFLosZPGcgAACfYJZs,Bond,,,1.0,
401,2003,https://www.bairdauction.com/pma/results/Menasha.WI.03.Notes.AON/bid_summary.html,Note,1.0,,,
402,2002,https://www.bairdauction.com/pma/results/Neenah.WI.RBs.02.AON/bid_summary.html,Bond,1.0,,,
403,2002,https://www.bairdauction.com/pma/results/Appleton.WI.GO.Notes.02A.AON/bid_summary.html,Bond,1.0,,,
404,2006,https://www.davidsonbondauction.com/pma/results/Colorado.FMP.CoP.06A.AON/bid_summary.html,Bond,1.0,,,
405,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=WarrenCntySD%2EGO%2E02%2EAON,Bond,1.0,,,
406,2009,https://www.bidumbaugh.com/pma/results/HighlandSchoolTown.GOB.09.AON/bid_summary.html,Bond,1.0,,,
407,2001,https://www.davidsonbondauction.com/pma/results/GreenCntySD.Fin.Corp.RB.01.AON/bid_summary.html,Bond,1.0,,,
408,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=ShippensburgASD%2EGOs%2E01A%2EAON&uniqueid=O69qdsZPGcgAAC6awVg,Bond,,,1.0,
409,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=PhoenixvilleASD%2EGOs%2E01A%2EAON&uniqueid=PAu6P8ZPGcgAAC1SfgI,Bond,,,1.0,
410,2004,https://www.bidehlers.com/pma/results/ISD.16.Spring.Lake.Park.GOAACI.04A.AON/bid_summary.html,Note,1.0,,,
411,2007,https://www.bidumbaugh.com/pma/results/Mishawaka.Cty.TIR.07.AON/bid_summary.html,Bond,1.0,,,
412,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=PhoenixvilleASD%2EGOs%2E01%2EAON&uniqueid=OtXKjsZPGcgAADu-ZSM,Bond,,,1.0,
413,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=PhoenixvilleASD%2E03%2EAON,Bond,1.0,,,
414,2004,https://www.bidumbaugh.com/pma/results/Terre.Haute.Cty.SD.05.AON/bid_summary.html,Bond,1.0,,,
415,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=New%2EHaven%2EGOs%2E02C%2EAON,Bond,1.0,,,
416,2009,https://www.bidumbaugh.com/pma/results/North.GibsonMSB.FMB.09.AON/bid_summary.html,Bond,1.0,,,
417,2003,https://www.davidsonbondauction.com/pma/results/Univ.Colorado.03B.AON/bid_summary.html,Bond,1.0,,,
418,2005,https://www.bidumbaugh.com/pma/results/Johnson.Cnty.PL.GO.05.AON/bid_summary.html,Bond,1.0,,,
419,2004,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.GO.04.AON/bid_summary.html,Bond,1.0,,,
420,2004,https://www.pdxauction.com/pma/results/Portland.Cty.WSR.04B.AON/bid_summary.html,Bond,1.0,,,
421,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=River%2EForest%2EIL%2E03A%2EAON,Bond,1.0,,,
422,2010,https://www.bidumbaugh.com/pma/results/Carnegie.PL.of.SteubenCo.GOFB.10.AON/bid_summary.html,Bond,1.0,,,
423,2002,http://www.nsiauction.comhttp://www.fwwauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Pillager%2EISD%2E116%2EMN%2E02%2EAON,Bond,1.0,,,
424,2002,https://www.bairdauction.com/pma/results/Neenah.WI.GO.Notes.02A.AON/bid_summary.html,Bond,1.0,,,
425,2003,https://www.bidumbaugh.com/pma/results/Lebanon.IN.PBC.03.AON/bid_summary.html,Bond,1.0,,,
426,2011,https://www.bidumbaugh.com/pma/results/Brownsburg.Twn.EDLRB.11A.AON/bid_summary.html,Bond,1.0,,,
427,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=L%2EMoreland%2ETwpSD%2E03A%2EAON,Bond,1.0,,,
428,2008,https://www.bidumbaugh.com/pma/results/St.Joseph.CPL.GO.08.AON/bid_summary.html,Bond,1.0,,,
429,2003,https://www.davidsonbondauction.com/pma/results/Univ.Colorado.COPs.03B.AON/bid_summary.html,Bond,1.0,,,
430,2004,https://www.bidehlers.com/pma/results/Grand.Chute.Twn.GOPN.04.AON/bid_summary.html,Bond,1.0,,,
431,2002,https://www.bairdauction.com/pma/results/WalworthCnty.WI.GORef.02.AON/bid_summary.html,Bond,1.0,,,
432,2003,https://www.bairdauction.com/pma/results/Lisbon.WI.03.AON/bid_summary.html,Bond,1.0,,,
433,2002,https://www.davidsonbondauction.com/pma/results/Nicholasville.KY.GOs.02.AON/bid_summary.html,Bond,1.0,,,
434,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=S%2EMiddletonSD%2E03%2EAON,Bond,1.0,,,
435,2003,https://www.bairdauction.com/pma/results/Wittenberg-BirnamwoodSD.WI.Taxable.03/bid_summary.html,Bond,1.0,,,
436,2003,https://www.bairdauction.com/pma/results/Grafton.GO.Bonds.AON/bid_summary.html,Bond,1.0,,,
437,2002,https://www.pdxauction.com/pma/results/Portland.LTRBs.02A.AON/bid_summary.html,Bond,1.0,,,
438,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Anderson%2EIN%2EElecRev%2E03,Bond,1.0,,,
439,2008,https://www.bidumbaugh.com/pma/results/Highland.MSBC.FM.08.AON/bid_summary.html,Bond,1.0,,,
440,2001,https://www.bairdauction.com/pma/results/Milwaukee.RANs.01B/bid_summary.html,Note,1.0,,,
441,2006,https://www.bidumbaugh.com/pma/results/Mishawaka.07A.AON/bid_summary.html,Bond,1.0,,,
442,2006,https://www.davidsonbondauction.com/pma/results/Auraria.HEC.PERR.06.AON/bid_summary.html,Bond,1.0,,,
443,2007,https://www.bidumbaugh.com/pma/results/Bremen.MSBC.FM.07.AON/bid_summary.html,Bond,1.0,,,
444,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=LineMountainSD%2EGO%2E03,Bond,1.0,,,
445,2003,http://www.speerauction.comhttp://www.speerauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Palos%2EHeights%2EGO%2ELibrary%2E03%2EAON,Bond,1.0,,,
446,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=BlackhawkASD%2EPA%2EGO%2E03,Bond,1.0,,,
447,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=E%2EPennsboroASD%2E03%2EAON,Bond,1.0,,,
448,2002,https://www.davidsonbondauction.com/pma/results/Winchester.RBs.02.AON/bid_summary.html,Bond,1.0,,,
449,2001,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.TAN.01.AON/bid_summary.html,Note,1.0,,,
450,2004,https://www.bidumbaugh.com/pma/results/Michigan.Cty.WRR.04.AON/bid_summary.html,Bond,1.0,,,
451,2010,https://www.bidumbaugh.com/pma/results/Evansville.SWRBs.10B12.AON/bid_summary.html,Bond,1.0,,,
452,2006,https://www.davidsonbondauction.com/pma/results/Univ.Colorado.UER.06A.AON/bid_summary.html,Bond,1.0,,,
453,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Long%2EBeachUSD%2E03%2EAON,Bond,1.0,,,
454,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Pocono%2EMountainSD%2E03,Bond,1.0,,,
455,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Williamsport%2EMWA%2E02A%2EAON,Bond,1.0,,,
456,2002,https://www.bidumbaugh.com/pma/results/Valparaiso.IN.RBs.02/bid_summary.html,Bond,1.0,,,
457,2008,https://www.pdxauction.com/pma/results/Portland.SLSSRR.08B.AON/bid_summary.html,Bond,1.0,,,
458,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=CouncilRockSD%2EGO%2E03,Bond,1.0,,,
459,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Lancaster%2EGO%2E03,Bond,1.0,,,
460,2002,https://www.bairdauction.com/pma/results/Madison.AreaTCD.GO.PNotes.02A.AON/bid_summary.html,Bond,1.0,,,
461,2003,https://www.davidsonbondauction.com/pma/results/PikesPeakCCP.Rev.03/bid_summary.html,Bond,1.0,,,
462,2000,https://www.pdxauction.com/pma/results/Portland.OR.WSRB.00.AON/bid_summary.html,Bond,1.0,,,
463,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=MechanicsburgASD%2E03%2EAON,Bond,1.0,,,
464,2002,https://www.bidumbaugh.com/pma/results/Indianapolis.School.Corp.GOs.02.AON/bid_summary.html,Bond,1.0,,,
465,2002,http://www.knnauction.comhttp://www.knnauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Solano%2ECnty%2EBOE%2E02%2ETRAN,Note,1.0,,,
466,2002,https://www.davidsonbondauction.com/pma/results/MillardSchools.NE.GORef.02.AON/bid_summary.html,Bond,1.0,,,
467,2002,https://www.bairdauction.com/pma/results/Manitowoc.Cnty.GOs.AON/bid_summary.html,Bond,1.0,,,
468,2002,https://www.bairdauction.com/pma/results/Milwaukee.GO.Notes.A2.AON/bid_summary.html,Bond,1.0,,,
469,2002,http://www.speerauction.comhttp://www.speerauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=C%2ELakeCnty%2EJAWA%2ERev%2E03,Bond,1.0,,,
470,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=WilmingtonASD%2E03%2EAON,Bond,1.0,,,
471,2001,https://www.bairdauction.com/pma/results/Milwaukee.GO.SerU.Tax.AON/bid_summary.html,Bond,1.0,,,
472,2002,https://www.bairdauction.com/pma/results/RacineUSD.TRAN.02/bid_summary.html,Note,1.0,,,
473,2003,https://www.pgcorbinauction.com/pma/results/Mass.Wtr.Res.Auth.03D.AON/bid_summary.html,Bond,1.0,,,
474,2004,https://www.bidehlers.com/pma/results/Waunakee.Vlg.GOCP.04.AON/bid_summary.html,Bond,1.0,,,
475,2003,https://www.bairdauction.com/pma/results/Slinger.GOR.AON/bid_summary.html,Bond,1.0,,,
476,2010,https://www.bidumbaugh.com/pma/results/Goshen.IN.GOs.10.AON/bid_summary.html,Bond,1.0,,,
477,2004,https://www.bidumbaugh.com/pma/results/Ohio.Twp.PLLC.FM.04.AON/bid_summary.html,Bond,1.0,,,
478,2006,https://www.pdxauction.com/pma/results/Portland.FLSSR.06A.AON/bid_summary.html,Bond,1.0,,,
479,2011,https://www.bidumbaugh.com/pma/results/Warsaw.Cty.SWRB.11.AON/bid_summary.html,Bond,1.0,,,
480,2007,https://www.bidumbaugh.com/pma/results/Michigan.City.RD.STD.07.AON/bid_summary.html,Bond,1.0,,,
481,2003,https://www.bairdauction.com/pma/results/Sparta.WI.GO.03/bid_summary.html,Bond,1.0,,,
482,2011,http://www.trantexas.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Texas%2ETRAN%2E2011&uniqueid=TpRlVAoBAQEAAHgVQCU,Note,,,1.0,
